region	chr	midPos	Nsites
(82,82)(31183440,31183440)(31183440,31183441)	3_Celeg_TT	31183440	2	0.050190
(83,83)(31183441,31183441)(31183441,31183442)	3_Celeg_TT	31183441	2	0.060289
(84,84)(31183442,31183442)(31183442,31183443)	3_Celeg_TT	31183442	2	0.050064
(85,85)(31183443,31183443)(31183443,31183444)	3_Celeg_TT	31183443	2	0.050002
(86,86)(31183444,31183444)(31183444,31183445)	3_Celeg_TT	31183444	2	0.051072
(87,87)(31183445,31183445)(31183445,31183446)	3_Celeg_TT	31183445	2	0.055609
(88,88)(31183446,31183446)(31183446,31183447)	3_Celeg_TT	31183446	2	0.040972
(89,89)(31183447,31183447)(31183447,31183448)	3_Celeg_TT	31183447	2	0.043040
(90,90)(31183448,31183448)(31183448,31183449)	3_Celeg_TT	31183448	2	0.040792
(91,91)(31183449,31183449)(31183449,31183450)	3_Celeg_TT	31183449	2	0.045260
(92,92)(31183450,31183450)(31183450,31183451)	3_Celeg_TT	31183450	2	0.041140
(93,93)(31183451,31183451)(31183451,31183452)	3_Celeg_TT	31183451	2	0.032885
(94,94)(31183452,31183452)(31183452,31183453)	3_Celeg_TT	31183452	2	0.038439
(95,95)(31183453,31183453)(31183453,31183454)	3_Celeg_TT	31183453	2	0.038734
(96,96)(31183454,31183454)(31183454,31183455)	3_Celeg_TT	31183454	2	0.041081
(97,97)(31183455,31183455)(31183455,31183456)	3_Celeg_TT	31183455	2	0.055780
(98,98)(31183456,31183456)(31183456,31183457)	3_Celeg_TT	31183456	2	0.051206
(99,99)(31183457,31183457)(31183457,31183458)	3_Celeg_TT	31183457	2	0.051363
(100,100)(31183458,31183458)(31183458,31183459)	3_Celeg_TT	31183458	2	0.046823
(101,101)(31183459,31183459)(31183459,31183460)	3_Celeg_TT	31183459	2	0.043893
(102,102)(31183460,31183460)(31183460,31183461)	3_Celeg_TT	31183460	2	0.046213
(103,103)(31183461,31183461)(31183461,31183462)	3_Celeg_TT	31183461	2	0.052926
(104,104)(31183462,31183462)(31183462,31183463)	3_Celeg_TT	31183462	2	0.046920
(105,105)(31183463,31183463)(31183463,31183464)	3_Celeg_TT	31183463	2	0.038495
(106,106)(31183464,31183464)(31183464,31183465)	3_Celeg_TT	31183464	2	0.052599
(107,107)(31183465,31183465)(31183465,31183466)	3_Celeg_TT	31183465	2	0.039832
(108,108)(31183466,31183466)(31183466,31183467)	3_Celeg_TT	31183466	2	0.038413
(109,109)(31183467,31183467)(31183467,31183468)	3_Celeg_TT	31183467	2	0.048814
(110,110)(31183468,31183468)(31183468,31183469)	3_Celeg_TT	31183468	2	0.044158
(111,111)(31183469,31183469)(31183469,31183470)	3_Celeg_TT	31183469	2	0.037086
(112,112)(31183470,31183470)(31183470,31183471)	3_Celeg_TT	31183470	2	0.035812
(113,113)(31183471,31183471)(31183471,31183472)	3_Celeg_TT	31183471	2	0.036995
(114,114)(31183472,31183472)(31183472,31183473)	3_Celeg_TT	31183472	2	0.041449
(115,115)(31183473,31183473)(31183473,31183474)	3_Celeg_TT	31183473	2	0.039009
(116,116)(31183474,31183474)(31183474,31183475)	3_Celeg_TT	31183474	2	0.039308
(117,117)(31183475,31183475)(31183475,31183476)	3_Celeg_TT	31183475	2	0.044928
(118,118)(31183476,31183476)(31183476,31183477)	3_Celeg_TT	31183476	2	0.033604
(119,119)(31183477,31183477)(31183477,31183478)	3_Celeg_TT	31183477	2	0.031374
(120,120)(31183478,31183478)(31183478,31183479)	3_Celeg_TT	31183478	2	0.028322
(121,121)(31183479,31183479)(31183479,31183480)	3_Celeg_TT	31183479	2	0.038550
(122,122)(31183480,31183480)(31183480,31183481)	3_Celeg_TT	31183480	2	0.041610
(123,123)(31183481,31183481)(31183481,31183482)	3_Celeg_TT	31183481	2	0.035979
(124,124)(31183482,31183482)(31183482,31183483)	3_Celeg_TT	31183482	2	0.028963
(125,125)(31183483,31183483)(31183483,31183484)	3_Celeg_TT	31183483	2	0.030768
(126,126)(31183484,31183484)(31183484,31183485)	3_Celeg_TT	31183484	2	0.033091
(127,127)(31183485,31183485)(31183485,31183486)	3_Celeg_TT	31183485	2	0.035927
(128,128)(31183486,31183486)(31183486,31183487)	3_Celeg_TT	31183486	2	0.039564
(129,129)(31183487,31183487)(31183487,31183488)	3_Celeg_TT	31183487	2	0.042971
(130,130)(31183488,31183488)(31183488,31183489)	3_Celeg_TT	31183488	2	0.033968
(131,131)(31183489,31183489)(31183489,31183490)	3_Celeg_TT	31183489	2	0.033449
(132,132)(31183490,31183490)(31183490,31183491)	3_Celeg_TT	31183490	2	0.024359
(133,133)(31183491,31183491)(31183491,31183492)	3_Celeg_TT	31183491	2	0.028806
(134,134)(31183492,31183492)(31183492,31183493)	3_Celeg_TT	31183492	2	0.030810
(135,135)(31183493,31183493)(31183493,31183494)	3_Celeg_TT	31183493	2	0.033150
(136,136)(31183494,31183494)(31183494,31183495)	3_Celeg_TT	31183494	2	0.033101
(137,137)(31183495,31183495)(31183495,31183496)	3_Celeg_TT	31183495	2	0.028565
(138,138)(31183496,31183496)(31183496,31183497)	3_Celeg_TT	31183496	2	0.038361
(139,139)(31183497,31183497)(31183497,31183498)	3_Celeg_TT	31183497	2	0.034591
(140,140)(31183498,31183498)(31183498,31183499)	3_Celeg_TT	31183498	2	0.029582
(141,141)(31183499,31183499)(31183499,31183500)	3_Celeg_TT	31183499	2	0.029045
(142,142)(31183500,31183500)(31183500,31183501)	3_Celeg_TT	31183500	2	0.031759
(143,143)(31183501,31183501)(31183501,31183502)	3_Celeg_TT	31183501	2	0.031706
(144,144)(31183502,31183502)(31183502,31183503)	3_Celeg_TT	31183502	2	0.036816
(145,145)(31183503,31183503)(31183503,31183504)	3_Celeg_TT	31183503	2	0.045676
(146,146)(31183504,31183504)(31183504,31183505)	3_Celeg_TT	31183504	2	0.039817
(147,147)(31183505,31183505)(31183505,31183506)	3_Celeg_TT	31183505	2	0.039772
(148,148)(31183506,31183506)(31183506,31183507)	3_Celeg_TT	31183506	2	0.039765
(149,149)(31183507,31183507)(31183507,31183508)	3_Celeg_TT	31183507	2	0.034028
(150,150)(31183508,31183508)(31183508,31183509)	3_Celeg_TT	31183508	2	0.040330
(151,151)(31183509,31183509)(31183509,31183510)	3_Celeg_TT	31183509	2	0.035217
(152,152)(31183510,31183510)(31183510,31183511)	3_Celeg_TT	31183510	2	0.031343
(153,153)(31183511,31183511)(31183511,31183512)	3_Celeg_TT	31183511	2	0.031568
(154,154)(31183512,31183512)(31183512,31183513)	3_Celeg_TT	31183512	2	0.035944
(155,155)(31183513,31183513)(31183513,31183514)	3_Celeg_TT	31183513	2	0.032834
(156,156)(31183514,31183514)(31183514,31183515)	3_Celeg_TT	31183514	2	0.032700
(157,157)(31183515,31183515)(31183515,31183516)	3_Celeg_TT	31183515	2	0.034794
(158,158)(31183516,31183516)(31183516,31183517)	3_Celeg_TT	31183516	2	0.030045
(159,159)(31183517,31183517)(31183517,31183518)	3_Celeg_TT	31183517	2	0.040027
(160,160)(31183518,31183518)(31183518,31183519)	3_Celeg_TT	31183518	2	0.030198
(161,161)(31183519,31183519)(31183519,31183520)	3_Celeg_TT	31183519	2	0.027833
(162,162)(31183520,31183520)(31183520,31183521)	3_Celeg_TT	31183520	2	0.034797
(163,163)(31183521,31183521)(31183521,31183522)	3_Celeg_TT	31183521	2	0.035550
(164,164)(31183522,31183522)(31183522,31183523)	3_Celeg_TT	31183522	2	0.034775
(165,165)(31183523,31183523)(31183523,31183524)	3_Celeg_TT	31183523	2	0.054935
(166,166)(31183524,31183524)(31183524,31183525)	3_Celeg_TT	31183524	2	0.030026
(167,167)(31183525,31183525)(31183525,31183526)	3_Celeg_TT	31183525	2	0.034740
(168,168)(31183526,31183526)(31183526,31183527)	3_Celeg_TT	31183526	2	0.034759
(169,169)(31183527,31183527)(31183527,31183528)	3_Celeg_TT	31183527	2	0.034763
(170,170)(31183528,31183528)(31183528,31183529)	3_Celeg_TT	31183528	2	0.037794
(171,171)(31183529,31183529)(31183529,31183530)	3_Celeg_TT	31183529	2	0.045565
(172,172)(31183530,31183530)(31183530,31183531)	3_Celeg_TT	31183530	2	0.034870
(173,173)(31183531,31183531)(31183531,31183532)	3_Celeg_TT	31183531	2	0.042687
(174,174)(31183532,31183532)(31183532,31183533)	3_Celeg_TT	31183532	2	0.035831
(175,175)(31183533,31183533)(31183533,31183534)	3_Celeg_TT	31183533	2	0.033045
(176,176)(31183534,31183534)(31183534,31183535)	3_Celeg_TT	31183534	2	0.030697
(177,177)(31183535,31183535)(31183535,31183536)	3_Celeg_TT	31183535	2	0.028704
(178,178)(31183536,31183536)(31183536,31183537)	3_Celeg_TT	31183536	2	0.028704
(179,179)(31183537,31183537)(31183537,31183538)	3_Celeg_TT	31183537	2	0.028842
(180,180)(31183538,31183538)(31183538,31183539)	3_Celeg_TT	31183538	2	0.024835
(181,181)(31183539,31183539)(31183539,31183540)	3_Celeg_TT	31183539	2	0.029789
(182,182)(31183540,31183540)(31183540,31183541)	3_Celeg_TT	31183540	2	0.028696
(183,183)(31183541,31183541)(31183541,31183542)	3_Celeg_TT	31183541	2	0.028688
(184,184)(31183542,31183542)(31183542,31183543)	3_Celeg_TT	31183542	2	0.028666
(185,185)(31183543,31183543)(31183543,31183544)	3_Celeg_TT	31183543	2	0.033580
(186,186)(31183544,31183544)(31183544,31183545)	3_Celeg_TT	31183544	2	0.034097
(187,187)(31183545,31183545)(31183545,31183546)	3_Celeg_TT	31183545	2	0.035225
(188,188)(31183546,31183546)(31183546,31183547)	3_Celeg_TT	31183546	2	0.026895
(189,189)(31183547,31183547)(31183547,31183548)	3_Celeg_TT	31183547	2	0.027019
(190,190)(31183548,31183548)(31183548,31183549)	3_Celeg_TT	31183548	2	0.026842
(191,191)(31183549,31183549)(31183549,31183550)	3_Celeg_TT	31183549	2	0.026466
(192,192)(31183550,31183550)(31183550,31183551)	3_Celeg_TT	31183550	2	0.026017
(193,193)(31183551,31183551)(31183551,31183552)	3_Celeg_TT	31183551	2	0.025808
(194,194)(31183552,31183552)(31183552,31183553)	3_Celeg_TT	31183552	2	0.023872
(195,195)(31183553,31183553)(31183553,31183554)	3_Celeg_TT	31183553	2	0.026298
(196,196)(31183554,31183554)(31183554,31183555)	3_Celeg_TT	31183554	2	0.023420
(197,197)(31183555,31183555)(31183555,31183556)	3_Celeg_TT	31183555	2	0.027234
(198,198)(31183556,31183556)(31183556,31183557)	3_Celeg_TT	31183556	2	0.022130
(199,199)(31183557,31183557)(31183557,31183558)	3_Celeg_TT	31183557	2	0.031951
(200,200)(31183558,31183558)(31183558,31183559)	3_Celeg_TT	31183558	2	0.033125
(201,201)(31183559,31183559)(31183559,31183560)	3_Celeg_TT	31183559	2	0.034779
(202,202)(31183560,31183560)(31183560,31183561)	3_Celeg_TT	31183560	2	0.031924
(203,203)(31183561,31183561)(31183561,31183562)	3_Celeg_TT	31183561	2	0.028786
(204,204)(31183562,31183562)(31183562,31183563)	3_Celeg_TT	31183562	2	0.020014
(205,205)(31183563,31183563)(31183563,31183564)	3_Celeg_TT	31183563	2	0.024542
(206,206)(31183564,31183564)(31183564,31183565)	3_Celeg_TT	31183564	2	0.018730
(207,207)(31183565,31183565)(31183565,31183566)	3_Celeg_TT	31183565	2	0.026209
(208,208)(31183566,31183566)(31183566,31183567)	3_Celeg_TT	31183566	2	0.030485
(209,209)(31183567,31183567)(31183567,31183568)	3_Celeg_TT	31183567	2	0.030502
(210,210)(31183568,31183568)(31183568,31183569)	3_Celeg_TT	31183568	2	0.030473
(211,211)(31183569,31183569)(31183569,31183570)	3_Celeg_TT	31183569	2	0.030797
(212,212)(31183570,31183570)(31183570,31183571)	3_Celeg_TT	31183570	2	0.030484
(213,213)(31183571,31183571)(31183571,31183572)	3_Celeg_TT	31183571	2	0.028997
(214,214)(31183572,31183572)(31183572,31183573)	3_Celeg_TT	31183572	2	0.032977
(215,215)(31183573,31183573)(31183573,31183574)	3_Celeg_TT	31183573	2	0.036307
(216,216)(31183574,31183574)(31183574,31183575)	3_Celeg_TT	31183574	2	0.034913
(217,217)(31183575,31183575)(31183575,31183576)	3_Celeg_TT	31183575	2	0.021015
(218,218)(31183576,31183576)(31183576,31183577)	3_Celeg_TT	31183576	2	0.027805
(219,219)(31183577,31183577)(31183577,31183578)	3_Celeg_TT	31183577	2	0.022377
(220,220)(31183578,31183578)(31183578,31183579)	3_Celeg_TT	31183578	2	0.021916
(221,221)(31183579,31183579)(31183579,31183580)	3_Celeg_TT	31183579	2	0.023579
(222,222)(31183580,31183580)(31183580,31183581)	3_Celeg_TT	31183580	2	0.023389
(223,223)(31183581,31183581)(31183581,31183582)	3_Celeg_TT	31183581	2	0.023387
(224,224)(31183582,31183582)(31183582,31183583)	3_Celeg_TT	31183582	2	0.026207
(225,225)(31183583,31183583)(31183583,31183584)	3_Celeg_TT	31183583	2	0.022854
(226,226)(31183584,31183584)(31183584,31183585)	3_Celeg_TT	31183584	2	0.021311
(227,227)(31183585,31183585)(31183585,31183586)	3_Celeg_TT	31183585	2	0.020854
(228,228)(31183586,31183586)(31183586,31183587)	3_Celeg_TT	31183586	2	0.027005
(229,229)(31183587,31183587)(31183587,31183588)	3_Celeg_TT	31183587	2	0.017634
(230,230)(31183588,31183588)(31183588,31183589)	3_Celeg_TT	31183588	2	0.019418
(231,231)(31183589,31183589)(31183589,31183590)	3_Celeg_TT	31183589	2	0.019578
(232,232)(31183590,31183590)(31183590,31183591)	3_Celeg_TT	31183590	2	0.014476
(233,233)(31183591,31183591)(31183591,31183592)	3_Celeg_TT	31183591	2	0.014483
(234,234)(31183592,31183592)(31183592,31183593)	3_Celeg_TT	31183592	2	0.013462
(235,235)(31183593,31183593)(31183593,31183594)	3_Celeg_TT	31183593	2	0.016533
(236,236)(31183594,31183594)(31183594,31183595)	3_Celeg_TT	31183594	2	0.017065
(237,237)(31183595,31183595)(31183595,31183596)	3_Celeg_TT	31183595	2	0.010184
(238,238)(31183596,31183596)(31183596,31183597)	3_Celeg_TT	31183596	2	0.010535
(239,239)(31183597,31183597)(31183597,31183598)	3_Celeg_TT	31183597	2	0.011000
(240,240)(31183598,31183598)(31183598,31183599)	3_Celeg_TT	31183598	2	0.014213
(241,241)(31183599,31183599)(31183599,31183600)	3_Celeg_TT	31183599	2	0.010272
(242,242)(31183600,31183600)(31183600,31183601)	3_Celeg_TT	31183600	2	0.010272
(243,243)(31183601,31183601)(31183601,31183602)	3_Celeg_TT	31183601	2	0.010657
(244,244)(31183602,31183602)(31183602,31183603)	3_Celeg_TT	31183602	2	0.011595
(245,245)(31183603,31183603)(31183603,31183604)	3_Celeg_TT	31183603	2	0.014421
(246,246)(31183604,31183604)(31183604,31183605)	3_Celeg_TT	31183604	2	0.007853
(247,247)(31183605,31183605)(31183605,31183606)	3_Celeg_TT	31183605	2	0.008786
(248,248)(31183606,31183606)(31183606,31183607)	3_Celeg_TT	31183606	2	0.006220
(249,249)(31183607,31183607)(31183607,31183608)	3_Celeg_TT	31183607	2	0.007204
(250,250)(31183610,31183610)(31183610,31183611)	3_Celeg_TT	31183610	2	0.006459
(251,251)(31183611,31183611)(31183611,31183612)	3_Celeg_TT	31183611	2	0.005493
(252,252)(31183612,31183612)(31183612,31183613)	3_Celeg_TT	31183612	2	0.006290
(253,253)(31183613,31183613)(31183613,31183614)	3_Celeg_TT	31183613	2	0.006459
(254,254)(31183614,31183614)(31183614,31183615)	3_Celeg_TT	31183614	2	0.009392
(255,255)(31183615,31183615)(31183615,31183616)	3_Celeg_TT	31183615	2	0.006739
(256,256)(31183616,31183616)(31183616,31183617)	3_Celeg_TT	31183616	2	0.011288
(257,257)(31183617,31183617)(31183617,31183618)	3_Celeg_TT	31183617	2	0.009130
(258,258)(31183618,31183618)(31183618,31183619)	3_Celeg_TT	31183618	2	0.005785
(259,259)(31183619,31183619)(31183619,31183620)	3_Celeg_TT	31183619	2	0.005214
(260,260)(31183620,31183620)(31183620,31183621)	3_Celeg_TT	31183620	2	0.006357
(261,261)(31183621,31183621)(31183621,31183622)	3_Celeg_TT	31183621	2	0.004652
(262,262)(31183622,31183622)(31183622,31183623)	3_Celeg_TT	31183622	2	0.006577
(263,263)(31183623,31183623)(31183623,31183624)	3_Celeg_TT	31183623	2	0.006315
(264,264)(31183624,31183624)(31183624,31183625)	3_Celeg_TT	31183624	2	0.004131
(265,265)(31183625,31183625)(31183625,31183626)	3_Celeg_TT	31183625	2	0.006863
(266,266)(31183626,31183626)(31183626,31183627)	3_Celeg_TT	31183626	2	0.004889
(267,267)(31183627,31183627)(31183627,31183628)	3_Celeg_TT	31183627	2	0.006032
(268,268)(31183628,31183628)(31183628,31183629)	3_Celeg_TT	31183628	2	0.005148
(269,269)(31183629,31183629)(31183629,31183630)	3_Celeg_TT	31183629	2	0.006311
(270,270)(31183630,31183630)(31183630,31183631)	3_Celeg_TT	31183630	2	0.004611
(271,271)(31183631,31183631)(31183631,31183632)	3_Celeg_TT	31183631	2	0.005926
(272,272)(31183632,31183632)(31183632,31183633)	3_Celeg_TT	31183632	2	0.004001
(273,273)(31183633,31183633)(31183633,31183634)	3_Celeg_TT	31183633	2	0.003386
(274,274)(31183634,31183634)(31183634,31183635)	3_Celeg_TT	31183634	2	0.004407
(275,275)(31183635,31183635)(31183635,31183636)	3_Celeg_TT	31183635	2	0.002844
(276,276)(31183636,31183636)(31183636,31183637)	3_Celeg_TT	31183636	2	0.002566
(277,277)(31183637,31183637)(31183637,31183638)	3_Celeg_TT	31183637	2	0.029541
(278,278)(31183638,31183638)(31183638,31183639)	3_Celeg_TT	31183638	2	0.003333
(279,279)(31183639,31183639)(31183639,31183640)	3_Celeg_TT	31183639	2	0.003361
(280,280)(31183640,31183640)(31183640,31183641)	3_Celeg_TT	31183640	2	0.004044
(281,281)(31183641,31183641)(31183641,31183642)	3_Celeg_TT	31183641	2	0.003096
(282,282)(31183642,31183642)(31183642,31183643)	3_Celeg_TT	31183642	2	0.005147
(283,283)(31183643,31183643)(31183643,31183644)	3_Celeg_TT	31183643	2	0.003588
(284,284)(31183644,31183644)(31183644,31183645)	3_Celeg_TT	31183644	2	0.003650
(285,285)(31183645,31183645)(31183645,31183646)	3_Celeg_TT	31183645	2	0.004071
(286,286)(31183646,31183646)(31183646,31183647)	3_Celeg_TT	31183646	2	0.003704
(287,287)(31183647,31183647)(31183647,31183648)	3_Celeg_TT	31183647	2	0.004725
(288,288)(31183648,31183648)(31183648,31183649)	3_Celeg_TT	31183648	2	0.002257
(289,289)(31183649,31183649)(31183649,31183650)	3_Celeg_TT	31183649	2	0.002250
(290,290)(31183650,31183650)(31183650,31183651)	3_Celeg_TT	31183650	2	0.003024
(291,291)(31183651,31183651)(31183651,31183652)	3_Celeg_TT	31183651	2	0.002854
(292,292)(31183652,31183652)(31183652,31183653)	3_Celeg_TT	31183652	2	0.003909
(293,293)(31183653,31183653)(31183653,31183654)	3_Celeg_TT	31183653	2	0.003920
(294,294)(31183654,31183654)(31183654,31183655)	3_Celeg_TT	31183654	2	0.006349
(295,295)(31183655,31183655)(31183655,31183656)	3_Celeg_TT	31183655	2	0.004209
(296,296)(31183656,31183656)(31183656,31183657)	3_Celeg_TT	31183656	2	0.005038
(297,297)(31183657,31183657)(31183657,31183658)	3_Celeg_TT	31183657	2	0.004423
(298,298)(31183658,31183658)(31183658,31183659)	3_Celeg_TT	31183658	2	0.008770
(299,299)(31183659,31183659)(31183659,31183660)	3_Celeg_TT	31183659	2	0.005638
(300,300)(31183660,31183660)(31183660,31183661)	3_Celeg_TT	31183660	2	0.004884
(301,301)(31183661,31183661)(31183661,31183662)	3_Celeg_TT	31183661	2	0.005298
(302,302)(31183662,31183662)(31183662,31183663)	3_Celeg_TT	31183662	2	0.004989
(303,303)(31183663,31183663)(31183663,31183664)	3_Celeg_TT	31183663	2	0.005751
(304,304)(31183664,31183664)(31183664,31183665)	3_Celeg_TT	31183664	2	0.004996
(305,305)(31183665,31183665)(31183665,31183666)	3_Celeg_TT	31183665	2	0.005386
(306,306)(31183666,31183666)(31183666,31183667)	3_Celeg_TT	31183666	2	0.005112
(307,307)(31183667,31183667)(31183667,31183668)	3_Celeg_TT	31183667	2	0.003835
(308,308)(31183668,31183668)(31183668,31183669)	3_Celeg_TT	31183668	2	0.004701
(309,309)(31183669,31183669)(31183669,31183670)	3_Celeg_TT	31183669	2	0.004625
(310,310)(31183670,31183670)(31183670,31183671)	3_Celeg_TT	31183670	2	0.008126
