region	chr	midPos	Nsites
(32,32)(31179814,31179814)(31179814,31179815)	3_Celeg_TT	31179814	2	0.083775
(33,33)(31179815,31179815)(31179815,31179816)	3_Celeg_TT	31179815	2	0.084956
(34,34)(31179816,31179816)(31179816,31179817)	3_Celeg_TT	31179816	2	0.085452
(35,35)(31179817,31179817)(31179817,31179818)	3_Celeg_TT	31179817	2	0.085091
(36,36)(31179818,31179818)(31179818,31179819)	3_Celeg_TT	31179818	2	0.082559
(37,37)(31179819,31179819)(31179819,31179820)	3_Celeg_TT	31179819	2	0.085871
(38,38)(31179820,31179820)(31179820,31179821)	3_Celeg_TT	31179820	2	0.093718
(39,39)(31179821,31179821)(31179821,31179822)	3_Celeg_TT	31179821	2	0.091910
(40,40)(31179822,31179822)(31179822,31179823)	3_Celeg_TT	31179822	2	0.095184
(41,41)(31179823,31179823)(31179823,31179824)	3_Celeg_TT	31179823	2	0.093059
(42,42)(31179824,31179824)(31179824,31179825)	3_Celeg_TT	31179824	2	0.093054
(43,43)(31179825,31179825)(31179825,31179826)	3_Celeg_TT	31179825	2	0.092602
(44,44)(31179826,31179826)(31179826,31179827)	3_Celeg_TT	31179826	2	0.091965
(45,45)(31179827,31179827)(31179827,31179828)	3_Celeg_TT	31179827	2	0.093719
(46,46)(31179828,31179828)(31179828,31179829)	3_Celeg_TT	31179828	2	0.092145
(47,47)(31179829,31179829)(31179829,31179830)	3_Celeg_TT	31179829	2	0.092387
(48,48)(31179835,31179835)(31179835,31179836)	3_Celeg_TT	31179835	2	0.097200
(49,49)(31179836,31179836)(31179836,31179837)	3_Celeg_TT	31179836	2	0.095983
(50,50)(31179837,31179837)(31179837,31179838)	3_Celeg_TT	31179837	2	0.096429
(51,51)(31179838,31179838)(31179838,31179839)	3_Celeg_TT	31179838	2	0.094158
(52,52)(31179841,31179841)(31179841,31179842)	3_Celeg_TT	31179841	2	0.094192
(53,53)(31179842,31179842)(31179842,31179843)	3_Celeg_TT	31179842	2	0.093806
(54,54)(31179843,31179843)(31179843,31179844)	3_Celeg_TT	31179843	2	0.093762
(55,55)(31179846,31179846)(31179846,31179847)	3_Celeg_TT	31179846	2	0.094641
(56,56)(31179847,31179847)(31179847,31179848)	3_Celeg_TT	31179847	2	0.097463
(57,57)(31179850,31179850)(31179850,31179851)	3_Celeg_TT	31179850	2	0.099429
(58,58)(31179851,31179851)(31179851,31179852)	3_Celeg_TT	31179851	2	0.098311
(59,59)(31179852,31179852)(31179852,31179853)	3_Celeg_TT	31179852	2	0.099305
(60,60)(31179855,31179855)(31179855,31179856)	3_Celeg_TT	31179855	2	0.098359
(61,61)(31179858,31179858)(31179858,31179859)	3_Celeg_TT	31179858	2	0.101405
(62,62)(31179859,31179859)(31179859,31179860)	3_Celeg_TT	31179859	2	0.098738
(63,63)(31179863,31179863)(31179863,31179864)	3_Celeg_TT	31179863	2	0.097068
(64,64)(31179864,31179864)(31179864,31179865)	3_Celeg_TT	31179864	2	0.096703
(65,65)(31179865,31179865)(31179865,31179866)	3_Celeg_TT	31179865	2	0.096838
(66,66)(31179866,31179866)(31179866,31179867)	3_Celeg_TT	31179866	2	0.097343
(67,67)(31179869,31179869)(31179869,31179870)	3_Celeg_TT	31179869	2	0.096771
(68,68)(31179875,31179875)(31179875,31179876)	3_Celeg_TT	31179875	2	0.097519
(69,69)(31179876,31179876)(31179876,31179877)	3_Celeg_TT	31179876	2	0.097256
(70,70)(31179877,31179877)(31179877,31179878)	3_Celeg_TT	31179877	2	0.048595
(71,71)(31179878,31179878)(31179878,31179879)	3_Celeg_TT	31179878	2	0.096788
(72,72)(31179882,31179882)(31179882,31179883)	3_Celeg_TT	31179882	2	0.095836
(73,73)(31179883,31179883)(31179883,31179884)	3_Celeg_TT	31179883	2	0.099476
(74,74)(31179884,31179884)(31179884,31179885)	3_Celeg_TT	31179884	2	0.103268
(75,75)(31179886,31179886)(31179886,31179887)	3_Celeg_TT	31179886	2	0.095508
(76,76)(31179887,31179887)(31179887,31179888)	3_Celeg_TT	31179887	2	0.092671
(77,77)(31179888,31179888)(31179888,31179889)	3_Celeg_TT	31179888	2	0.093272
(78,78)(31179889,31179889)(31179889,31179890)	3_Celeg_TT	31179889	2	0.104639
(79,79)(31179890,31179890)(31179890,31179891)	3_Celeg_TT	31179890	2	0.090938
(80,80)(31179891,31179891)(31179891,31179892)	3_Celeg_TT	31179891	2	0.096592
(81,81)(31179892,31179892)(31179892,31179893)	3_Celeg_TT	31179892	2	0.090369
(82,82)(31179893,31179893)(31179893,31179894)	3_Celeg_TT	31179893	2	0.094905
(83,83)(31179894,31179894)(31179894,31179895)	3_Celeg_TT	31179894	2	0.092276
(84,84)(31179895,31179895)(31179895,31179896)	3_Celeg_TT	31179895	2	0.090613
(85,85)(31179896,31179896)(31179896,31179897)	3_Celeg_TT	31179896	2	0.094751
(86,86)(31179897,31179897)(31179897,31179898)	3_Celeg_TT	31179897	2	0.097591
(87,87)(31179898,31179898)(31179898,31179899)	3_Celeg_TT	31179898	2	0.097665
(88,88)(31179899,31179899)(31179899,31179900)	3_Celeg_TT	31179899	2	0.092453
(89,89)(31179900,31179900)(31179900,31179901)	3_Celeg_TT	31179900	2	0.100516
(90,90)(31179901,31179901)(31179901,31179902)	3_Celeg_TT	31179901	2	0.094485
(91,91)(31179902,31179902)(31179902,31179903)	3_Celeg_TT	31179902	2	0.094775
(92,92)(31179903,31179903)(31179903,31179904)	3_Celeg_TT	31179903	2	0.100211
(93,93)(31179904,31179904)(31179904,31179905)	3_Celeg_TT	31179904	2	0.091983
(94,94)(31179905,31179905)(31179905,31179906)	3_Celeg_TT	31179905	2	0.092500
(95,95)(31179906,31179906)(31179906,31179907)	3_Celeg_TT	31179906	2	0.097624
(96,96)(31179907,31179907)(31179907,31179908)	3_Celeg_TT	31179907	2	0.100453
(97,97)(31179908,31179908)(31179908,31179909)	3_Celeg_TT	31179908	2	0.100535
(98,98)(31179909,31179909)(31179909,31179910)	3_Celeg_TT	31179909	2	0.097681
(99,99)(31179910,31179910)(31179910,31179911)	3_Celeg_TT	31179910	2	0.097644
(100,100)(31179911,31179911)(31179911,31179912)	3_Celeg_TT	31179911	2	0.097914
(101,101)(31179912,31179912)(31179912,31179913)	3_Celeg_TT	31179912	2	0.097926
(102,102)(31179913,31179913)(31179913,31179914)	3_Celeg_TT	31179913	2	0.100533
(103,103)(31179914,31179914)(31179914,31179915)	3_Celeg_TT	31179914	2	0.097634
(104,104)(31179915,31179915)(31179915,31179916)	3_Celeg_TT	31179915	2	0.098064
(105,105)(31179916,31179916)(31179916,31179917)	3_Celeg_TT	31179916	2	0.098073
(106,106)(31179917,31179917)(31179917,31179918)	3_Celeg_TT	31179917	2	0.097891
(107,107)(31179918,31179918)(31179918,31179919)	3_Celeg_TT	31179918	2	0.097706
(108,108)(31179919,31179919)(31179919,31179920)	3_Celeg_TT	31179919	2	0.098180
(109,109)(31179920,31179920)(31179920,31179921)	3_Celeg_TT	31179920	2	0.100768
(110,110)(31179921,31179921)(31179921,31179922)	3_Celeg_TT	31179921	2	0.100469
(111,111)(31179922,31179922)(31179922,31179923)	3_Celeg_TT	31179922	2	0.103444
(112,112)(31179923,31179923)(31179923,31179924)	3_Celeg_TT	31179923	2	0.100870
(113,113)(31179924,31179924)(31179924,31179925)	3_Celeg_TT	31179924	2	0.103772
(114,114)(31179925,31179925)(31179925,31179926)	3_Celeg_TT	31179925	2	0.099545
(115,115)(31179926,31179926)(31179926,31179927)	3_Celeg_TT	31179926	2	0.100854
(116,116)(31179927,31179927)(31179927,31179928)	3_Celeg_TT	31179927	2	0.101999
(117,117)(31179928,31179928)(31179928,31179929)	3_Celeg_TT	31179928	2	0.103794
(118,118)(31179929,31179929)(31179929,31179930)	3_Celeg_TT	31179929	2	0.104017
(119,119)(31180174,31180174)(31180174,31180175)	3_Celeg_TT	31180174	2	0.105991
(120,120)(31180175,31180175)(31180175,31180176)	3_Celeg_TT	31180175	2	0.106160
(121,121)(31180176,31180176)(31180176,31180177)	3_Celeg_TT	31180176	2	0.106325
(122,122)(31180177,31180177)(31180177,31180178)	3_Celeg_TT	31180177	2	0.106344
(123,123)(31180178,31180178)(31180178,31180179)	3_Celeg_TT	31180178	2	0.109956
(124,124)(31180179,31180179)(31180179,31180180)	3_Celeg_TT	31180179	2	0.109645
(125,125)(31180180,31180180)(31180180,31180181)	3_Celeg_TT	31180180	2	0.110675
(126,126)(31180182,31180182)(31180182,31180183)	3_Celeg_TT	31180182	2	0.110399
(127,127)(31180183,31180183)(31180183,31180184)	3_Celeg_TT	31180183	2	0.110495
(128,128)(31180184,31180184)(31180184,31180185)	3_Celeg_TT	31180184	2	0.112449
(129,129)(31180185,31180185)(31180185,31180186)	3_Celeg_TT	31180185	2	0.112492
(130,130)(31180186,31180186)(31180186,31180187)	3_Celeg_TT	31180186	2	0.112894
(131,131)(31180219,31180219)(31180219,31180220)	3_Celeg_TT	31180219	2	0.112555
(132,132)(31180220,31180220)(31180220,31180221)	3_Celeg_TT	31180220	2	0.112438
(133,133)(31180221,31180221)(31180221,31180222)	3_Celeg_TT	31180221	2	0.111956
(134,134)(31180222,31180222)(31180222,31180223)	3_Celeg_TT	31180222	2	0.111728
(135,135)(31180223,31180223)(31180223,31180224)	3_Celeg_TT	31180223	2	0.111781
(136,136)(31180224,31180224)(31180224,31180225)	3_Celeg_TT	31180224	2	0.109422
(137,137)(31180225,31180225)(31180225,31180226)	3_Celeg_TT	31180225	2	0.109355
(138,138)(31180226,31180226)(31180226,31180227)	3_Celeg_TT	31180226	2	0.100957
(139,139)(31180227,31180227)(31180227,31180228)	3_Celeg_TT	31180227	2	0.100975
(140,140)(31180228,31180228)(31180228,31180229)	3_Celeg_TT	31180228	2	0.100683
(141,141)(31180229,31180229)(31180229,31180230)	3_Celeg_TT	31180229	2	0.101015
(142,142)(31180235,31180235)(31180235,31180236)	3_Celeg_TT	31180235	2	0.100334
(143,143)(31180236,31180236)(31180236,31180237)	3_Celeg_TT	31180236	2	0.100477
(144,144)(31180237,31180237)(31180237,31180238)	3_Celeg_TT	31180237	2	0.100262
(145,145)(31180238,31180238)(31180238,31180239)	3_Celeg_TT	31180238	2	0.099601
(146,146)(31180239,31180239)(31180239,31180240)	3_Celeg_TT	31180239	2	0.099602
(147,147)(31180240,31180240)(31180240,31180241)	3_Celeg_TT	31180240	2	0.099942
(148,148)(31180241,31180241)(31180241,31180242)	3_Celeg_TT	31180241	2	0.099389
(149,149)(31180242,31180242)(31180242,31180243)	3_Celeg_TT	31180242	2	0.099390
(150,150)(31180243,31180243)(31180243,31180244)	3_Celeg_TT	31180243	2	0.099462
(151,151)(31180249,31180249)(31180249,31180250)	3_Celeg_TT	31180249	2	0.099425
(152,152)(31180250,31180250)(31180250,31180251)	3_Celeg_TT	31180250	2	0.099584
(153,153)(31180251,31180251)(31180251,31180252)	3_Celeg_TT	31180251	2	0.099286
(154,154)(31180252,31180252)(31180252,31180253)	3_Celeg_TT	31180252	2	0.099667
(155,155)(31180253,31180253)(31180253,31180254)	3_Celeg_TT	31180253	2	0.092940
(156,156)(31180254,31180254)(31180254,31180255)	3_Celeg_TT	31180254	2	0.099303
(157,157)(31180255,31180255)(31180255,31180256)	3_Celeg_TT	31180255	2	0.099151
(158,158)(31180256,31180256)(31180256,31180257)	3_Celeg_TT	31180256	2	0.093339
(159,159)(31180257,31180257)(31180257,31180258)	3_Celeg_TT	31180257	2	0.092981
(160,160)(31180258,31180258)(31180258,31180259)	3_Celeg_TT	31180258	2	0.093531
(161,161)(31180259,31180259)(31180259,31180260)	3_Celeg_TT	31180259	2	0.099095
(162,162)(31180260,31180260)(31180260,31180261)	3_Celeg_TT	31180260	2	0.099445
(163,163)(31180261,31180261)(31180261,31180262)	3_Celeg_TT	31180261	2	0.099388
(164,164)(31180262,31180262)(31180262,31180263)	3_Celeg_TT	31180262	2	0.099117
(165,165)(31180263,31180263)(31180263,31180264)	3_Celeg_TT	31180263	2	0.093918
(166,166)(31180264,31180264)(31180264,31180265)	3_Celeg_TT	31180264	2	0.094041
(167,167)(31180265,31180265)(31180265,31180266)	3_Celeg_TT	31180265	2	0.093889
(168,168)(31180266,31180266)(31180266,31180267)	3_Celeg_TT	31180266	2	0.093561
(169,169)(31180267,31180267)(31180267,31180268)	3_Celeg_TT	31180267	2	0.093875
(170,170)(31180268,31180268)(31180268,31180269)	3_Celeg_TT	31180268	2	0.093966
(171,171)(31180271,31180271)(31180271,31180272)	3_Celeg_TT	31180271	2	0.099621
(172,172)(31180272,31180272)(31180272,31180273)	3_Celeg_TT	31180272	2	0.099626
(173,173)(31180273,31180273)(31180273,31180274)	3_Celeg_TT	31180273	2	0.099774
(174,174)(31180274,31180274)(31180274,31180275)	3_Celeg_TT	31180274	2	0.099774
(175,175)(31180275,31180275)(31180275,31180276)	3_Celeg_TT	31180275	2	0.099502
(176,176)(31180276,31180276)(31180276,31180277)	3_Celeg_TT	31180276	2	0.099160
(177,177)(31180277,31180277)(31180277,31180278)	3_Celeg_TT	31180277	2	0.101934
(178,178)(31180278,31180278)(31180278,31180279)	3_Celeg_TT	31180278	2	0.108245
(179,179)(31180279,31180279)(31180279,31180280)	3_Celeg_TT	31180279	2	0.108460
(180,180)(31180280,31180280)(31180280,31180281)	3_Celeg_TT	31180280	2	0.107602
(181,181)(31180281,31180281)(31180281,31180282)	3_Celeg_TT	31180281	2	0.107760
(182,182)(31180282,31180282)(31180282,31180283)	3_Celeg_TT	31180282	2	0.107627
(183,183)(31180283,31180283)(31180283,31180284)	3_Celeg_TT	31180283	2	0.108511
(184,184)(31180284,31180284)(31180284,31180285)	3_Celeg_TT	31180284	2	0.108551
(185,185)(31180285,31180285)(31180285,31180286)	3_Celeg_TT	31180285	2	0.865196
(186,186)(31180286,31180286)(31180286,31180287)	3_Celeg_TT	31180286	2	0.108544
(187,187)(31180287,31180287)(31180287,31180288)	3_Celeg_TT	31180287	2	0.108575
(188,188)(31180288,31180288)(31180288,31180289)	3_Celeg_TT	31180288	2	0.102297
(189,189)(31180289,31180289)(31180289,31180290)	3_Celeg_TT	31180289	2	0.102321
(190,190)(31180290,31180290)(31180290,31180291)	3_Celeg_TT	31180290	2	0.102324
(191,191)(31180291,31180291)(31180291,31180292)	3_Celeg_TT	31180291	2	0.101734
(192,192)(31180292,31180292)(31180292,31180293)	3_Celeg_TT	31180292	2	0.101728
(193,193)(31180293,31180293)(31180293,31180294)	3_Celeg_TT	31180293	2	0.109040
(194,194)(31180294,31180294)(31180294,31180295)	3_Celeg_TT	31180294	2	0.101869
(195,195)(31180926,31180926)(31180926,31180927)	3_Celeg_TT	31180926	2	0.110485
(196,196)(31180927,31180927)(31180927,31180928)	3_Celeg_TT	31180927	2	0.110087
(197,197)(31180933,31180933)(31180933,31180934)	3_Celeg_TT	31180933	2	0.100732
(198,198)(31180934,31180934)(31180934,31180935)	3_Celeg_TT	31180934	2	0.107151
(199,199)(31180935,31180935)(31180935,31180936)	3_Celeg_TT	31180935	2	0.100843
(200,200)(31180936,31180936)(31180936,31180937)	3_Celeg_TT	31180936	2	0.107436
(201,201)(31180937,31180937)(31180937,31180938)	3_Celeg_TT	31180937	2	0.103794
(202,202)(31180938,31180938)(31180938,31180939)	3_Celeg_TT	31180938	2	0.101058
(203,203)(31180939,31180939)(31180939,31180940)	3_Celeg_TT	31180939	2	0.101058
(204,204)(31180940,31180940)(31180940,31180941)	3_Celeg_TT	31180940	2	0.101024
(205,205)(31180941,31180941)(31180941,31180942)	3_Celeg_TT	31180941	2	0.107438
(206,206)(31180942,31180942)(31180942,31180943)	3_Celeg_TT	31180942	2	0.107537
(207,207)(31180946,31180946)(31180946,31180947)	3_Celeg_TT	31180946	2	0.107381
(208,208)(31180947,31180947)(31180947,31180948)	3_Celeg_TT	31180947	2	0.107415
(209,209)(31180948,31180948)(31180948,31180949)	3_Celeg_TT	31180948	2	0.865525
(210,210)(31180949,31180949)(31180949,31180950)	3_Celeg_TT	31180949	2	0.107341
(211,211)(31180950,31180950)(31180950,31180951)	3_Celeg_TT	31180950	2	0.107314
(212,212)(31180951,31180951)(31180951,31180952)	3_Celeg_TT	31180951	2	0.110428
(213,213)(31180952,31180952)(31180952,31180953)	3_Celeg_TT	31180952	2	0.107363
(214,214)(31180953,31180953)(31180953,31180954)	3_Celeg_TT	31180953	2	0.107365
(215,215)(31180954,31180954)(31180954,31180955)	3_Celeg_TT	31180954	2	0.107361
(216,216)(31180957,31180957)(31180957,31180958)	3_Celeg_TT	31180957	2	0.107378
(217,217)(31180958,31180958)(31180958,31180959)	3_Celeg_TT	31180958	2	0.107378
(218,218)(31180959,31180959)(31180959,31180960)	3_Celeg_TT	31180959	2	0.102401
(219,219)(31180960,31180960)(31180960,31180961)	3_Celeg_TT	31180960	2	0.100840
(220,220)(31180961,31180961)(31180961,31180962)	3_Celeg_TT	31180961	2	0.100800
(221,221)(31180962,31180962)(31180962,31180963)	3_Celeg_TT	31180962	2	0.100804
(222,222)(31180963,31180963)(31180963,31180964)	3_Celeg_TT	31180963	2	0.100955
(223,223)(31180964,31180964)(31180964,31180965)	3_Celeg_TT	31180964	2	0.100952
(224,224)(31180965,31180965)(31180965,31180966)	3_Celeg_TT	31180965	2	0.100953
(225,225)(31180966,31180966)(31180966,31180967)	3_Celeg_TT	31180966	2	0.100915
(226,226)(31180967,31180967)(31180967,31180968)	3_Celeg_TT	31180967	2	0.101027
(227,227)(31180968,31180968)(31180968,31180969)	3_Celeg_TT	31180968	2	0.099432
(228,228)(31180969,31180969)(31180969,31180970)	3_Celeg_TT	31180969	2	0.099471
(229,229)(31180970,31180970)(31180970,31180971)	3_Celeg_TT	31180970	2	0.098664
(230,230)(31180971,31180971)(31180971,31180972)	3_Celeg_TT	31180971	2	0.097647
(231,231)(31180972,31180972)(31180972,31180973)	3_Celeg_TT	31180972	2	0.095461
(232,232)(31180973,31180973)(31180973,31180974)	3_Celeg_TT	31180973	2	0.097285
(233,233)(31180974,31180974)(31180974,31180975)	3_Celeg_TT	31180974	2	0.097034
(234,234)(31180975,31180975)(31180975,31180976)	3_Celeg_TT	31180975	2	0.098068
(235,235)(31180976,31180976)(31180976,31180977)	3_Celeg_TT	31180976	2	0.095707
(236,236)(31180977,31180977)(31180977,31180978)	3_Celeg_TT	31180977	2	0.095710
(237,237)(31180978,31180978)(31180978,31180979)	3_Celeg_TT	31180978	2	0.096049
(238,238)(31180979,31180979)(31180979,31180980)	3_Celeg_TT	31180979	2	0.096051
(239,239)(31180980,31180980)(31180980,31180981)	3_Celeg_TT	31180980	2	0.095718
(240,240)(31180981,31180981)(31180981,31180982)	3_Celeg_TT	31180981	2	0.096048
(241,241)(31180982,31180982)(31180982,31180983)	3_Celeg_TT	31180982	2	0.095632
(242,242)(31180983,31180983)(31180983,31180984)	3_Celeg_TT	31180983	2	0.095674
(243,243)(31180984,31180984)(31180984,31180985)	3_Celeg_TT	31180984	2	0.095674
(244,244)(31180985,31180985)(31180985,31180986)	3_Celeg_TT	31180985	2	0.095605
(245,245)(31180986,31180986)(31180986,31180987)	3_Celeg_TT	31180986	2	0.095484
(246,246)(31180987,31180987)(31180987,31180988)	3_Celeg_TT	31180987	2	0.095651
(247,247)(31180988,31180988)(31180988,31180989)	3_Celeg_TT	31180988	2	0.095651
(248,248)(31180989,31180989)(31180989,31180990)	3_Celeg_TT	31180989	2	0.095485
(249,249)(31180990,31180990)(31180990,31180991)	3_Celeg_TT	31180990	2	0.096999
(250,250)(31180991,31180991)(31180991,31180992)	3_Celeg_TT	31180991	2	0.095484
(251,251)(31180992,31180992)(31180992,31180993)	3_Celeg_TT	31180992	2	0.088989
(252,252)(31180993,31180993)(31180993,31180994)	3_Celeg_TT	31180993	2	0.089671
(253,253)(31180994,31180994)(31180994,31180995)	3_Celeg_TT	31180994	2	0.084337
(254,254)(31180995,31180995)(31180995,31180996)	3_Celeg_TT	31180995	2	0.085748
(255,255)(31180996,31180996)(31180996,31180997)	3_Celeg_TT	31180996	2	0.086544
(256,256)(31180999,31180999)(31180999,31181000)	3_Celeg_TT	31180999	2	0.093967
(257,257)(31181000,31181000)(31181000,31181001)	3_Celeg_TT	31181000	2	0.088147
(258,258)(31181001,31181001)(31181001,31181002)	3_Celeg_TT	31181001	2	0.093561
(259,259)(31181002,31181002)(31181002,31181003)	3_Celeg_TT	31181002	2	0.096304
(260,260)(31181010,31181010)(31181010,31181011)	3_Celeg_TT	31181010	2	0.090997
(261,261)(31181011,31181011)(31181011,31181012)	3_Celeg_TT	31181011	2	0.087890
(262,262)(31181012,31181012)(31181012,31181013)	3_Celeg_TT	31181012	2	0.087896
(263,263)(31181013,31181013)(31181013,31181014)	3_Celeg_TT	31181013	2	0.087798
(264,264)(31181014,31181014)(31181014,31181015)	3_Celeg_TT	31181014	2	0.085065
(265,265)(31181015,31181015)(31181015,31181016)	3_Celeg_TT	31181015	2	0.084054
(266,266)(31181016,31181016)(31181016,31181017)	3_Celeg_TT	31181016	2	0.084215
(267,267)(31181017,31181017)(31181017,31181018)	3_Celeg_TT	31181017	2	0.084115
(268,268)(31181018,31181018)(31181018,31181019)	3_Celeg_TT	31181018	2	0.084319
(269,269)(31181019,31181019)(31181019,31181020)	3_Celeg_TT	31181019	2	0.081337
(270,270)(31181020,31181020)(31181020,31181021)	3_Celeg_TT	31181020	2	0.089823
(271,271)(31181021,31181021)(31181021,31181022)	3_Celeg_TT	31181021	2	0.089902
(272,272)(31181022,31181022)(31181022,31181023)	3_Celeg_TT	31181022	2	0.082643
(273,273)(31181023,31181023)(31181023,31181024)	3_Celeg_TT	31181023	2	0.086819
(274,274)(31181028,31181028)(31181028,31181029)	3_Celeg_TT	31181028	2	0.072316
(275,275)(31181029,31181029)(31181029,31181030)	3_Celeg_TT	31181029	2	0.072774
(276,276)(31181030,31181030)(31181030,31181031)	3_Celeg_TT	31181030	2	0.075642
(277,277)(31181031,31181031)(31181031,31181032)	3_Celeg_TT	31181031	2	0.075642
(278,278)(31181032,31181032)(31181032,31181033)	3_Celeg_TT	31181032	2	0.076631
(279,279)(31181036,31181036)(31181036,31181037)	3_Celeg_TT	31181036	2	0.072590
(280,280)(31181037,31181037)(31181037,31181038)	3_Celeg_TT	31181037	2	0.084719
(281,281)(31181038,31181038)(31181038,31181039)	3_Celeg_TT	31181038	2	0.072586
(282,282)(31181045,31181045)(31181045,31181046)	3_Celeg_TT	31181045	2	0.074209
(283,283)(31181046,31181046)(31181046,31181047)	3_Celeg_TT	31181046	2	0.083010
(284,284)(31181047,31181047)(31181047,31181048)	3_Celeg_TT	31181047	2	0.074337
(285,285)(31181048,31181048)(31181048,31181049)	3_Celeg_TT	31181048	2	0.075250
(286,286)(31181049,31181049)(31181049,31181050)	3_Celeg_TT	31181049	2	0.077649
(287,287)(31181050,31181050)(31181050,31181051)	3_Celeg_TT	31181050	2	0.080820
(288,288)(31181051,31181051)(31181051,31181052)	3_Celeg_TT	31181051	2	0.083835
(289,289)(31181052,31181052)(31181052,31181053)	3_Celeg_TT	31181052	2	0.086387
(290,290)(31181053,31181053)(31181053,31181054)	3_Celeg_TT	31181053	2	0.083232
(291,291)(31181054,31181054)(31181054,31181055)	3_Celeg_TT	31181054	2	0.080458
(292,292)(31181055,31181055)(31181055,31181056)	3_Celeg_TT	31181055	2	0.077169
(293,293)(31181056,31181056)(31181056,31181057)	3_Celeg_TT	31181056	2	0.076637
(294,294)(31181057,31181057)(31181057,31181058)	3_Celeg_TT	31181057	2	0.076596
(295,295)(31181058,31181058)(31181058,31181059)	3_Celeg_TT	31181058	2	0.076784
(296,296)(31181059,31181059)(31181059,31181060)	3_Celeg_TT	31181059	2	0.082615
(297,297)(31181060,31181060)(31181060,31181061)	3_Celeg_TT	31181060	2	0.082668
(298,298)(31181061,31181061)(31181061,31181062)	3_Celeg_TT	31181061	2	0.076676
(299,299)(31181062,31181062)(31181062,31181063)	3_Celeg_TT	31181062	2	0.076772
(300,300)(31181063,31181063)(31181063,31181064)	3_Celeg_TT	31181063	2	0.076770
(301,301)(31181066,31181066)(31181066,31181067)	3_Celeg_TT	31181066	2	0.079020
(302,302)(31181067,31181067)(31181067,31181068)	3_Celeg_TT	31181067	2	0.079074
(303,303)(31181071,31181071)(31181071,31181072)	3_Celeg_TT	31181071	2	0.085536
(304,304)(31181072,31181072)(31181072,31181073)	3_Celeg_TT	31181072	2	0.085883
(305,305)(31181073,31181073)(31181073,31181074)	3_Celeg_TT	31181073	2	0.078965
(306,306)(31181074,31181074)(31181074,31181075)	3_Celeg_TT	31181074	2	0.084729
(307,307)(31181075,31181075)(31181075,31181076)	3_Celeg_TT	31181075	2	0.079544
(308,308)(31181076,31181076)(31181076,31181077)	3_Celeg_TT	31181076	2	0.082544
(309,309)(31181077,31181077)(31181077,31181078)	3_Celeg_TT	31181077	2	0.079576
(310,310)(31181078,31181078)(31181078,31181079)	3_Celeg_TT	31181078	2	0.076980
