c	up	dw	sco
2	47381922	47383922	9.106599
2	47383922	47385922	9.104074
3	1501501	1503501	7.135696
3	1503501	1505501	5.571423
3	3329818	3331818	5.431709
3	3331818	3333818	6.68491
3	8481430	8483430	7.401969
3	12956720	12958720	15.13385
3	12958720	12960720	16.67993
3	12960720	12962720	11.85376
3	13146720	13148720	6.162402
3	14222720	14224720	5.428926
3	14224720	14226720	5.432709
3	14856720	14858720	6.11241
3	14858720	14860720	6.119784
3	15648829	15650829	5.596049
3	24429865	24431865	6.610177
3	24429877	24431877	5.619863
3	27970976	27972976	14.3789032583435
3	27974976	27976976	14.5537913890858
3	27976976	27978976	13.6186369470737
3	30755799	30757799	5.858421
3	30757799	30759799	5.858421
3	30767799	30769799	5.858421
3	32019799	32021799	5.607586
3	33981799	33983799	6.134166
3	37269965	37271965	5.486995
3	39351965	39353965	5.43939
3	39353965	39355965	5.43939
3	39367965	39369965	5.43939
3	39673970	39675970	5.469892
3	39675970	39677970	6.358011
3	39677970	39679970	6.989028
3	39935261	39937261	6.960641
3	39937261	39939261	6.961129
3	40297965	40299965	6.771401
3	40625085	40627085	6.212446
4	837351	839351	5.556211
4	1599351	1601351	5.643126
4	3379297	3381297	6.584161
4	3381297	3383297	5.523647
4	6173687	6175687	6.655084
4	6526647	6528647	6.640467
4	11615825	11617825	6.488936
4	11617825	11619825	6.748106
4	11619825	11621825	8.420749
4	12708680	12710680	7.851332
4	14831825	14833825	5.931095
4	17642770	17644770	5.681627
4	18476770	18478770	6.360032
4	18478770	18480770	6.790233
4	19640770	19642770	8.981066
4	21793889	21795889	7.353736
4	22251889	22253889	5.947243
4	23083889	23085889	5.588952
4	23548044	23550044	5.790644
4	23792044	23794044	6.009294
4	23818044	23820044	6.355226
4	24546044	24548044	5.786669
4	24654044	24656044	8.50406
4	24656044	24658044	8.279835
4	24658044	24660044	7.779121
4	24659889	24661889	7.378399
4	24952044	24954044	6.894445
4	25047889	25049889	6.207643
4	27931180	27933180	5.54646
4	28153180	28155180	7.762915
4	28155180	28157180	7.771492
4	29047305	29049305	10.84219
4	29049305	29051305	10.07237
4	29051305	29053305	7.952492
4	29299305	29301305	5.948884
4	29301305	29303305	5.539031
4	30377180	30379180	5.909354
4	31786012	31788012	7.474203
4	31789944	31791944	14.66392
4	31791944	31793944	16.07558
4	31917944	31919944	5.684536
4	31979944	31981944	5.832503
4	32880012	32882012	7.100882
4	35003944	35005944	6.10612
4	35005944	35007944	6.704142
4	35007944	35009944	6.705151
4	35624320	35626320	6.034939
4	35626320	35628320	5.417293
4	35627463	35629463	5.611064
4	36871463	36873463	5.767066
4	37151463	37153463	6.362567
4	37155463	37157463	6.017167
4	37157463	37159463	6.027521
4	37573463	37575463	5.754669
4	40131217	40133217	5.82072
4	41413217	41415217	5.468996
4	41453491	41455491	5.534616
4	41493217	41495217	5.795511
4	41493491	41495491	5.762236
4	44956123	44958123	5.824898
4	44958123	44960123	6.244255
4	46572123	46574123	11.73826
4	46574123	46576123	10.88251
4	48004123	48006123	8.734659
4	48008123	48010123	8.720016
4	49496123	49498123	6.485771
4	49650124	49652124	5.594841
4	49684124	49686124	6.551374
4	50131577	50133577	6.191549
4	50133577	50135577	6.191509
4	51149577	51151577	5.673035
4	51153577	51155577	7.697363
4	51625727	51627727	9.54929
4	51715577	51717577	7.746479
5	4384661	4386661	6.630538
5	6856025	6858025	6.015891
5	13058664	13060664	5.696144
5	13060664	13062664	5.696146
5	14820664	14822664	5.389179
5	15989386	15991386	5.655697
5	21372616	21374616	5.832017
5	22850616	22852616	5.905461
5	22852616	22854616	5.905461
5	24054616	24056616	6.788544
5	24056616	24058616	6.788623
5	25412616	25414616	5.626091
5	25710000	25712000	10.76964
5	29606000	29608000	5.482533
5	30391341	30393341	7.909458
5	30393341	30395341	7.90716
5	31457544	31459544	6.035205
5	31459544	31461544	6.035298
5	32037544	32039544	5.682903
5	32039544	32041544	5.751307
5	33951341	33953341	6.921452
5	33953341	33955341	5.901677
5	37949435	37951435	7.76812533856544
5	41770199	41772199	5.870899
5	41924265	41926265	5.852615
5	43172265	43174265	6.612866
5	43174265	43176265	6.61443
5	43882199	43884199	5.764182
