c	up	dw	sco
5	1129138	1131138	7.29965422101965
5	1131138	1133138	7.7355501962821
5	9159901	9161901	8.64614560777636
5	11938664	11940664	7.848546
5	11940664	11942664	7.851295
5	13620664	13622664	5.14283
5	21296582	21298582	5.978826
5	21298582	21300582	5.219557
5	21300582	21302582	5.513364
5	21302582	21304582	5.513335
5	25340956	25342956	5.380992
5	25344582	25346582	5.46952
5	25344956	25346956	8.151498
5	27868175	27870175	6.02817
5	27870175	27872175	5.635853
5	27872175	27874175	5.635873
5	28012076	28014076	5.990232
5	29158076	29160076	7.622755
5	29160076	29162076	7.62656
5	30391530	30393530	6.562403
5	30413530	30415530	6.562208
5	31811544	31813544	6.831779
5	31813544	31815544	6.677316
5	31815544	31817544	5.136986
5	31817544	31819544	5.134331
5	32499544	32501544	7.705794
5	32501544	32503544	6.208238
5	32503544	32505544	6.261133
5	32505544	32507544	6.298278
5	46523929	46525929	10.71755
5	46525929	46527929	10.82414
5	47587944	47589944	5.655654
