c	up	dw	sco
4	47976583	47978583	5.8496
5	673106	675106	5.729381
5	675106	677106	5.729936
5	913072	915072	7.685843
5	915072	917072	7.406536
5	1459106	1461106	5.962994
5	2009072	2011072	12.42026
5	2009106	2011106	5.633891
5	3091072	3093072	5.794036
5	5155072	5157072	6.163906
5	9113982	9115982	6.498844
5	9115982	9117982	6.047349
5	9117901	9119901	6.189095
5	9117982	9119982	7.484611
5	9119901	9121901	6.12618
5	9119982	9121982	7.506106
5	12740614	12742614	6.277251
5	14464614	14466614	6.036734
5	15166746	15168746	5.625835
5	15168746	15170746	5.628388
5	15998746	16000746	5.901656
5	16000746	16002746	5.901973
5	19860746	19862746	6.079943
5	19862746	19864746	6.379875
5	19948746	19950746	7.347804
5	19950746	19952746	6.513738
5	19952746	19954746	7.78973
5	19954746	19956746	7.665673
5	24125795	24127795	6.443968
5	24127795	24129795	6.445033
5	25561768	25563768	5.800217
5	28543757	28545757	5.802782
5	28545757	28547757	5.802961
5	29161768	29163768	6.554655
5	29163768	29165768	6.54373
5	29515768	29517768	6.38971
5	29517768	29519768	6.373954
5	29847768	29849768	6.904148
5	37949210	37951210	7.30760118739525
5	41022199	41024199	5.693779
5	43280199	43282199	5.821645
5	43282199	43284199	5.817718
5	43882199	43884199	5.766913
5	46977929	46979929	6.171864
5	46979929	46981929	6.171846
