c	up	dw	sco
4	36812994	36814994	5.524547
4	36933865	36935865	5.547337
4	40136588	40138588	5.650568
4	40150588	40152588	5.55267
4	40228588	40230588	5.529198
4	40233016	40235016	5.303223
4	41012588	41014588	6.221002
4	44956380	44958380	11.33256
4	44958380	44960380	11.33256
4	45508380	45510380	8.401221
4	45704380	45706380	5.929113
4	45734380	45736380	6.118666
4	49958380	49960380	6.950181
4	49960380	49962380	6.950181
4	51149635	51151635	6.139533
4	51151635	51153635	6.430254
4	51633635	51635635	5.348631
4	51635635	51637635	5.578116
5	1017138	1019138	5.237389
5	1019138	1021138	5.237411
5	1047106	1049106	5.559693
5	1459138	1461138	6.352533
5	1561106	1563106	9.339519
5	1563106	1565106	10.61383
5	7057907	7059907	5.26138
5	7059907	7061907	5.26138
5	9118025	9120025	16.03502
5	9120025	9122025	13.52748
5	9160025	9162025	7.802296
5	13642664	13644664	5.694037
5	13868664	13870664	5.341316
5	14146675	14148675	5.773276
5	14148675	14150675	5.300948
5	14150675	14152675	6.621836
5	14452664	14454664	5.350211
5	15122664	15124664	6.616972
5	15124664	15126664	6.623552
5	15449288	15451288	7.32883
5	15451288	15453288	7.336063
5	15453288	15455288	7.345587
5	15455288	15457288	7.312951
5	16002999	16004999	6.54527
5	16004999	16006999	6.276397
5	20972578	20974578	5.391124
5	20974578	20976578	5.39396
5	24054578	24056578	5.276168
5	24056578	24058578	5.276874
5	24808902	24810902	7.896875
5	24810902	24812902	7.768888
5	27209990	27211990	5.742123
5	27557928	27559928	6.49997
5	27873990	27875990	5.369899
5	27883990	27885990	5.871462
5	27885990	27887990	5.872158
5	28517928	28519928	5.608359
5	28543928	28545928	5.284137
5	28545928	28547928	5.284138
5	28547928	28549928	8.149803
5	30391541	30393541	6.269626
5	30661541	30663541	5.357935
5	30663541	30665541	5.357846
5	31893541	31895541	5.737309
5	31895541	31897541	5.736824
5	33949544	33951544	5.767711
5	38251210	38253210	6.50601370443181
5	38277210	38279210	5.68054477759466
5	43888054	43890054	5.341976
5	43888174	43890174	6.163972
5	43890054	43892054	5.341975
5	43890174	43892174	6.183486
5	48351929	48353929	7.776553
5	48353929	48355929	8.112515
