c	up	dw	sco
5	27820033	27822033	8.167497
5	28548040	28550040	7.464547
5	31819544	31821544	6.740495
5	31821544	31823544	6.762564
5	37949210	37951210	12.5693195480523
5	37951210	37953210	12.5770416286502
5	38217210	38219210	8.72540731407024
5	43330223	43332223	6.212091
5	43332223	43334223	6.218832
5	43340223	43342223	6.215985
5	46583288	46585288	5.81431
5	47023288	47025288	8.340996
5	47033288	47035288	7.785073
